,end_date,variable,value
0,2018-05-20,lnp,40
1,2018-05-27,lnp,38
2,2018-06-02,lnp,35
3,2018-06-03,lnp,36
4,2018-06-17,lnp,38
5,2018-06-17,lnp,38
6,2018-06-24,lnp,35
7,2018-07-01,lnp,39
8,2018-07-01,lnp,40
9,2018-07-15,lnp,38
10,2018-07-15,lnp,40
11,2018-07-29,lnp,39
12,2018-08-02,lnp,37
13,2018-08-12,lnp,37
14,2018-08-18,lnp,33
15,2018-08-25,lnp,33
16,2018-08-26,lnp,35
17,2018-08-26,lnp,36.5
18,2018-09-09,lnp,36
19,2018-09-09,lnp,34
20,2018-09-15,lnp,34
21,2018-09-23,lnp,36
22,2018-09-23,lnp,37
23,2018-10-07,lnp,37
24,2018-10-13,lnp,35
25,2018-10-13,lnp,37
26,2018-10-21,lnp,38
27,2018-10-28,lnp,36
28,2018-11-04,lnp,36
29,2018-11-11,lnp,35
30,2018-11-17,lnp,37
31,2018-11-18,lnp,37
32,2018-11-25,lnp,34
33,2018-12-02,lnp,38
34,2018-12-09,lnp,35
35,2018-12-15,lnp,36
36,2018-12-16,lnp,37
37,2019-01-13,lnp,38
38,2019-01-27,lnp,37
39,2019-01-31,lnp,38
40,2019-02-10,lnp,37
41,2019-02-11,lnp,34
42,2019-02-15,lnp,38
43,2019-02-24,lnp,37
44,2019-02-25,lnp,38
45,2019-03-10,lnp,36
46,2019-03-11,lnp,37
47,2019-03-25,lnp,39
48,2019-03-28,lnp,35
49,2019-04-06,lnp,37
50,2019-04-07,lnp,38
51,2019-04-07,lnp,37
52,2019-04-08,lnp,38
53,2019-04-14,lnp,39
54,2019-04-21,lnp,39
55,2019-04-25,lnp,37
56,2019-04-28,lnp,38
57,2019-04-28,lnp,39.5
58,2019-04-29,lnp,39
59,2019-05-04,lnp,36
60,2019-05-05,lnp,38
61,2019-05-05,lnp,38.5
62,2019-05-06,lnp,38
63,2019-05-11,lnp,39
64,2019-05-12,lnp,38.5
65,2019-05-14,lnp,38.5
66,2019-05-15,lnp,39
67,2019-05-15,lnp,39
68,2019-05-16,lnp,38
69,2019-05-18,lnp,39
70,2018-05-20,alp,36
71,2018-05-27,alp,38
72,2018-06-02,alp,34
73,2018-06-03,alp,37
74,2018-06-17,alp,35
75,2018-06-17,alp,38
76,2018-06-24,alp,35
77,2018-07-01,alp,37
78,2018-07-01,alp,37
79,2018-07-15,alp,36
80,2018-07-15,alp,36
81,2018-07-29,alp,36
82,2018-08-02,alp,34
83,2018-08-12,alp,35
84,2018-08-18,alp,35
85,2018-08-25,alp,41
86,2018-08-26,alp,39
87,2018-08-26,alp,36
88,2018-09-09,alp,37
89,2018-09-09,alp,42
90,2018-09-15,alp,31
91,2018-09-23,alp,39
92,2018-09-23,alp,36
93,2018-10-07,alp,36
94,2018-10-13,alp,35
95,2018-10-13,alp,38
96,2018-10-21,alp,37
97,2018-10-28,alp,39
98,2018-11-04,alp,39
99,2018-11-11,alp,40
100,2018-11-17,alp,34
101,2018-11-18,alp,35
102,2018-11-25,alp,40
103,2018-12-02,alp,39
104,2018-12-09,alp,41
105,2018-12-15,alp,37
106,2018-12-16,alp,36
107,2019-01-13,alp,38
108,2019-01-27,alp,38
109,2019-01-31,alp,36
110,2019-02-10,alp,39
111,2019-02-11,alp,38
112,2019-02-15,alp,33
113,2019-02-24,alp,39
114,2019-02-25,alp,37
115,2019-03-10,alp,39
116,2019-03-11,alp,38
117,2019-03-25,alp,36
118,2019-03-28,alp,37
119,2019-04-06,alp,34
120,2019-04-07,alp,37
121,2019-04-07,alp,35
122,2019-04-08,alp,35
123,2019-04-14,alp,39
124,2019-04-21,alp,35.5
125,2019-04-25,alp,37
126,2019-04-28,alp,37
127,2019-04-28,alp,36
128,2019-04-29,alp,37
129,2019-05-04,alp,33
130,2019-05-05,alp,36
131,2019-05-05,alp,34
132,2019-05-06,alp,34
133,2019-05-11,alp,37
134,2019-05-12,alp,35.5
135,2019-05-14,alp,36.2
136,2019-05-15,alp,33
137,2019-05-15,alp,37
138,2019-05-16,alp,37
139,2019-05-18,alp,38
140,2018-05-20,grn,10
141,2018-05-27,grn,9
142,2018-06-02,grn,11
143,2018-06-03,grn,10
144,2018-06-17,grn,11
145,2018-06-17,grn,10
146,2018-06-24,grn,12
147,2018-07-01,grn,9
148,2018-07-01,grn,11
149,2018-07-15,grn,10
150,2018-07-15,grn,10
151,2018-07-29,grn,10
152,2018-08-02,grn,12
153,2018-08-12,grn,10
154,2018-08-18,grn,13
155,2018-08-25,grn,10
156,2018-08-26,grn,10
157,2018-08-26,grn,13
158,2018-09-09,grn,10
159,2018-09-09,grn,10
160,2018-09-15,grn,15
161,2018-09-23,grn,10
162,2018-09-23,grn,12
163,2018-10-07,grn,12
164,2018-10-13,grn,15
165,2018-10-13,grn,11
166,2018-10-21,grn,10
167,2018-10-28,grn,9
168,2018-11-04,grn,10
169,2018-11-11,grn,9
170,2018-11-17,grn,13
171,2018-11-18,grn,11
172,2018-11-25,grn,9
173,2018-12-02,grn,10
174,2018-12-09,grn,9
175,2018-12-15,grn,13
176,2018-12-16,grn,11
177,2019-01-13,grn,10
178,2019-01-27,grn,9
179,2019-01-31,grn,10
180,2019-02-10,grn,9
181,2019-02-11,grn,10
182,2019-02-15,grn,13
183,2019-02-24,grn,9
184,2019-02-25,grn,9
185,2019-03-10,grn,9
186,2019-03-11,grn,8
187,2019-03-25,grn,10
188,2019-03-28,grn,10
189,2019-04-06,grn,13
190,2019-04-07,grn,9
191,2019-04-07,grn,13.5
192,2019-04-08,grn,11
193,2019-04-14,grn,9
194,2019-04-21,grn,9.5
195,2019-04-25,grn,9
196,2019-04-28,grn,9
197,2019-04-28,grn,9.5
198,2019-04-29,grn,9
199,2019-05-04,grn,14
200,2019-05-05,grn,9
201,2019-05-05,grn,11
202,2019-05-06,grn,12
203,2019-05-11,grn,9
204,2019-05-12,grn,10
205,2019-05-14,grn,9.1
206,2019-05-15,grn,13
207,2019-05-15,grn,9
208,2019-05-16,grn,9
209,2019-05-18,grn,10
