,end_date,value,variable,smooth,noise,ci_top,ci_bot
100,2019-07-28,47.0,tpp_alp,48.37450713098826,-1.3745071309882633,52.43771181736911,43.63457509415908
99,2019-08-18,49.0,tpp_alp,48.546593869699244,0.45340613030075616,52.609798556080094,43.80666183287006
98,2019-09-07,49.0,tpp_alp,48.70749451851104,0.29250548148895916,52.77069920489189,43.96756248168186
97,2019-09-29,49.0,tpp_alp,48.88994469136646,0.11005530863354096,52.95314937774731,44.15001265453728
96,2019-10-20,49.0,tpp_alp,49.058848588376094,-0.05884858837609386,53.122053274756944,44.31891655154691
95,2019-11-10,50.0,tpp_alp,49.233458502557724,0.766541497442276,53.296663188938574,44.49352646572854
94,2019-11-23,49.0,tpp_alp,49.44914194573288,-0.44914194573288313,53.51234663211373,44.7092099089037
93,2019-12-08,48.0,tpp_alp,49.724684461732984,-1.7246844617329842,53.787889148113834,44.9847524249038
92,2020-01-11,51.0,tpp_alp,50.013170638797774,0.9868293612022256,54.076375325178624,45.27323860196859
91,2020-02-01,52.0,tpp_alp,50.23271293971035,1.7672870602896467,54.2959176260912,45.49278090288117
89,2020-02-22,51.0,tpp_alp,50.34414178498918,0.6558582150108165,54.40734647137003,45.60420974816
88,2020-03-14,51.0,tpp_alp,50.299369720944114,0.7006302790558863,54.36257440732496,45.55943768411493
87,2020-04-03,49.0,tpp_alp,50.03403625012037,-1.0340362501203728,54.09724093650122,45.29410421329119
86,2020-04-25,50.0,tpp_alp,49.65694864746816,0.3430513525318375,53.72015333384901,44.91701661063898
85,2020-04-26,48.5,tpp_alp,49.17887345880433,-0.6788734588043326,53.24207814518518,44.43894142197515
84,2020-05-16,49.0,tpp_alp,48.617220909694844,0.38277909030515644,52.68042559607569,43.87728887286566
83,2020-06-06,49.0,tpp_alp,48.032591266324715,0.9674087336752848,52.095795952705565,43.292659229495534
82,2020-06-08,45.0,tpp_alp,47.46630178686865,-2.466301786868648,51.5295064732495,42.72636975003947
81,2020-06-15,47.0,tpp_alp,46.96545300225781,0.034546997742189944,51.02865768863866,42.22552096542863
79,2020-06-22,46.0,tpp_alp,46.64386090033471,-0.6438609003347082,50.70706558671556,41.90392886350553
77,2020-06-29,45.0,tpp_alp,46.50722942254022,-1.5072294225402203,50.57043410892107,41.76729738571104
76,2020-07-13,46.0,tpp_alp,46.65504357043365,-0.6550435704336479,50.7182482568145,41.91511153360447
75,2020-07-18,47.0,tpp_alp,46.9578426082622,0.04215739173780264,51.02104729464305,42.217910571433016
74,2020-07-19,48.5,tpp_alp,47.269918085701256,1.2300819142987436,51.333122772082106,42.529986048872075
80,2020-07-21,49.5,tpp_alp,47.57972247565558,1.9202775243444208,51.64292716203643,42.8397904388264
73,2020-07-26,47.0,tpp_alp,47.649252662150296,-0.6492526621502961,51.712457348531146,42.909320625321115
78,2020-07-27,49.0,tpp_alp,47.54333602329843,1.45666397670157,51.60654070967928,42.80340398646925
